frame,perception,decision,cover,squad,sim_step,serialisation,frame_ms
754,0.2442,0.5086,0.0992,0.0496,0.2947,0.0975,6.5530
755,0.3533,0.5740,0.0975,0.0329,0.2902,0.0898,6.5629
756,0.3184,0.6416,0.0918,0.0428,0.2831,0.0978,7.0197
757,0.2774,0.4142,0.1411,0.0377,0.2392,0.1058,6.0977
758,0.4120,0.6214,0.1296,0.0467,0.3731,0.1081,6.6759
759,0.3565,0.4480,0.1094,0.0522,0.2858,0.0856,7.0115
760,0.3662,0.5159,0.1267,0.0452,0.2618,0.1148,6.6685
761,0.2951,0.6092,0.0989,0.0592,0.2484,0.1196,6.4930
762,0.2795,0.7337,0.1234,0.0452,0.2575,0.1091,7.3097
763,0.3276,0.5646,0.0998,0.0450,0.2750,0.1037,6.4190
764,0.3576,0.5138,0.1071,0.0537,0.3002,0.0941,6.9152
765,0.2366,0.7470,0.1594,0.0646,0.2850,0.1295,6.8383
766,0.3598,0.5821,0.1235,0.0539,0.2066,0.0969,7.1381
767,0.1685,0.6347,0.1366,0.0525,0.2882,0.1208,6.7018
768,0.2149,0.5150,0.1147,0.0511,0.2612,0.0984,6.9557
769,0.1681,0.7037,0.1369,0.0545,0.2806,0.1010,6.7538
770,0.3109,0.5349,0.1341,0.0438,0.2783,0.0946,6.2514
771,0.3272,0.5938,0.0990,0.0494,0.2222,0.1215,6.7678
772,0.3893,0.5490,0.1327,0.0428,0.2443,0.0987,6.7798
773,0.3415,0.5760,0.1398,0.0572,0.2433,0.0973,6.3811
774,0.3766,0.5506,0.1359,0.0568,0.2694,0.0927,6.7849
775,0.2652,0.4866,0.1027,0.0525,0.2880,0.1263,5.9751
776,0.3226,0.4965,0.1407,0.0552,0.2853,0.1220,6.5110
777,0.2763,0.5058,0.1082,0.0509,0.3081,0.1191,6.4882
778,0.2673,0.5700,0.1123,0.0465,0.2632,0.0870,6.5308
779,0.2771,0.5849,0.0952,0.0511,0.3039,0.1097,6.4583
780,0.2490,0.4836,0.0990,0.0452,0.2671,0.0736,6.6172
781,0.2312,0.5388,0.1071,0.0562,0.3567,0.0947,6.5030
782,0.2825,0.5822,0.1170,0.0684,0.2347,0.0984,6.3485
783,0.3159,0.5537,0.1303,0.0420,0.3679,0.1031,6.1875
784,0.3312,0.5581,0.0994,0.0533,0.2585,0.1110,6.4491
785,0.3402,0.6133,0.1264,0.0512,0.2648,0.0946,6.8247
786,0.3316,0.5637,0.1598,0.0626,0.2325,0.1161,6.6455
787,0.3104,0.5299,0.1494,0.0439,0.2766,0.0893,7.1727
788,0.3557,0.4827,0.1120,0.0527,0.2622,0.0948,6.2418
789,0.3112,0.5032,0.1348,0.0677,0.2665,0.1243,6.7183
790,0.2704,0.5694,0.1030,0.0509,0.3090,0.1138,6.5345
791,0.2470,0.5934,0.1497,0.0521,0.2774,0.0694,6.4609
792,0.3242,0.5160,0.1439,0.0458,0.2441,0.0914,6.5387
793,0.3443,0.5502,0.0884,0.0494,0.3016,0.1227,6.3250
794,0.3656,0.6600,0.1281,0.0443,0.2437,0.0859,7.0032
795,0.3097,0.6946,0.1522,0.0502,0.2780,0.1283,6.4277
796,0.2804,0.5673,0.1134,0.0511,0.2456,0.1171,6.1746
797,0.2639,0.4512,0.0952,0.0543,0.3060,0.0972,6.7171
798,0.3274,0.5489,0.1194,0.0527,0.3629,0.0935,6.8151
799,0.3242,0.7078,0.1275,0.0579,0.2361,0.0962,6.1786
800,0.2980,0.8064,0.1244,0.0507,0.2911,0.1021,6.4853
801,0.2694,0.5851,0.1230,0.0437,0.2756,0.0893,6.1971
802,0.2713,0.5288,0.1349,0.0599,0.3040,0.0969,6.4342
803,0.2305,0.5542,0.1477,0.0585,0.2893,0.0965,6.5780
804,0.3189,0.5994,0.1276,0.0443,0.2821,0.0948,6.9845
805,0.2451,0.7146,0.1185,0.0464,0.2809,0.1019,6.6388
806,0.3189,0.5489,0.0904,0.0551,0.2792,0.1246,6.7324
807,0.2115,0.7096,0.1078,0.0541,0.3716,0.1161,6.4483
808,0.2963,0.4579,0.1319,0.0541,0.2383,0.1067,6.7608
809,0.3357,0.5419,0.1078,0.0419,0.2267,0.1047,6.5704
810,0.3574,0.6242,0.1145,0.0395,0.3435,0.1024,6.7749
811,0.2556,0.5089,0.1312,0.0430,0.3041,0.1093,6.4396
812,0.2293,0.6363,0.1448,0.0439,0.2288,0.1160,6.6436
813,0.2725,0.7081,0.1151,0.0534,0.2634,0.0892,6.7664
814,0.2628,0.4432,0.1107,0.0591,0.3252,0.1320,6.8253
815,0.3713,0.6227,0.1123,0.0535,0.2409,0.1108,6.5796
816,0.3117,0.5247,0.1178,0.0572,0.2716,0.0901,6.6585
817,0.3389,0.5846,0.0994,0.0387,0.2248,0.1157,6.5760
818,0.3213,0.6948,0.1251,0.0535,0.2599,0.0763,6.9169
819,0.2958,0.6511,0.1012,0.0490,0.3630,0.0879,6.7769
820,0.3576,0.5796,0.1224,0.0343,0.3120,0.0935,7.0761
821,0.2960,0.5685,0.1277,0.0483,0.2588,0.1226,6.9108
822,0.3053,0.6713,0.1346,0.0543,0.2824,0.1011,6.8707
823,0.3249,0.6319,0.1103,0.0495,0.2989,0.0860,6.6988
824,0.3334,0.6149,0.1153,0.0498,0.2610,0.1144,6.5839
825,0.2266,0.4966,0.1253,0.0516,0.2606,0.0813,6.3982
826,0.2643,0.5422,0.1202,0.0444,0.2932,0.0891,6.4237
827,0.2900,0.7275,0.1478,0.0569,0.2497,0.1003,7.0406
828,0.3355,0.4565,0.1193,0.0446,0.3108,0.1094,6.4261
829,0.3944,0.5774,0.1630,0.0489,0.2765,0.1275,6.6332
830,0.2803,0.7300,0.1196,0.0535,0.2301,0.1263,7.0265
831,0.3157,0.6622,0.1112,0.0467,0.2154,0.1055,7.0200
832,0.3375,0.6810,0.1325,0.0432,0.2283,0.1094,6.7843
833,0.3434,0.5778,0.1045,0.0533,0.2571,0.0768,6.4343
834,0.2630,0.5018,0.1108,0.0570,0.3749,0.1254,6.5191
835,0.3503,0.5953,0.1271,0.0453,0.2770,0.0763,7.1974
836,0.2679,0.6516,0.1102,0.0520,0.2336,0.0945,6.8756
837,0.3262,0.4350,0.1350,0.0408,0.2917,0.1077,6.3478
838,0.2871,0.5783,0.1272,0.0567,0.3351,0.1048,7.2636
839,0.2583,0.7538,0.1154,0.0556,0.2748,0.1014,6.4898
840,0.3173,0.7784,0.1228,0.0498,0.2809,0.1105,6.8065
841,0.2998,0.6200,0.1430,0.0569,0.2367,0.0912,6.6535
842,0.3370,0.6853,0.1168,0.0656,0.2742,0.1206,7.2104
843,0.3703,0.6187,0.1302,0.0392,0.2068,0.0915,6.8680
844,0.3462,0.5910,0.1381,0.0542,0.3415,0.0766,6.5164
845,0.2579,0.5122,0.1490,0.0435,0.2459,0.0946,6.7629
846,0.2810,0.6649,0.1297,0.0453,0.1864,0.0865,6.2433
847,0.3721,0.5401,0.1011,0.0528,0.2822,0.0869,6.9570
848,0.3398,0.6246,0.1073,0.0436,0.1989,0.1056,6.7363
849,0.2594,0.6036,0.1778,0.0421,0.2098,0.1089,6.4763
850,0.2795,0.6549,0.1180,0.0573,0.3012,0.1171,6.7664
851,0.2048,0.7174,0.0900,0.0575,0.2904,0.0804,6.6601
852,0.3383,0.5099,0.1210,0.0446,0.2405,0.0909,6.9127
853,0.3303,0.5987,0.1186,0.0510,0.2918,0.1028,6.1879
854,0.3399,0.5245,0.0757,0.0552,0.2323,0.0979,6.5024
855,0.2739,0.6468,0.1152,0.0481,0.2407,0.0962,6.3159
856,0.3023,0.7169,0.1375,0.0532,0.2261,0.1151,7.0209
857,0.3911,0.4084,0.1203,0.0477,0.3249,0.0847,6.4651
858,0.3998,0.6879,0.0861,0.0502,0.3351,0.0909,7.0232
859,0.3044,0.4757,0.1089,0.0582,0.3289,0.0916,6.8995
860,0.2699,0.6219,0.1198,0.0408,0.2932,0.0943,5.8585
861,0.2633,0.5282,0.1052,0.0431,0.2516,0.0651,6.7192
862,0.3035,0.6225,0.1156,0.0505,0.2698,0.0839,6.2137
863,0.3033,0.6879,0.1242,0.0616,0.2236,0.0963,6.5148
864,0.3532,0.7501,0.1112,0.0554,0.2706,0.0853,6.7959
865,0.2539,0.7336,0.1305,0.0585,0.2948,0.0653,6.9734
866,0.3042,0.3890,0.1218,0.0575,0.3488,0.0849,6.7337
867,0.3147,0.5857,0.1150,0.0538,0.3038,0.1095,6.5622
868,0.2435,0.7167,0.1424,0.0458,0.2789,0.1119,6.2367
869,0.3221,0.8086,0.1248,0.0450,0.3644,0.1002,7.0276
870,0.2819,0.6160,0.0892,0.0405,0.2209,0.1133,6.5362
871,0.3510,0.4248,0.1094,0.0605,0.2473,0.0733,6.2463
872,0.2853,0.5988,0.1425,0.0598,0.3425,0.1086,6.5942
873,0.2781,0.4727,0.1425,0.0590,0.2837,0.0872,6.7224
874,0.3212,0.6137,0.1000,0.0518,0.2573,0.1109,6.8272
875,0.3195,0.5634,0.1470,0.0556,0.3324,0.1121,6.9254
876,0.3170,0.5054,0.0887,0.0431,0.3048,0.1134,6.6255
877,0.3040,0.7585,0.1130,0.0372,0.2162,0.0954,6.9304
878,0.3318,0.5805,0.1341,0.0496,0.2509,0.0944,6.8589
879,0.3422,0.5032,0.1025,0.0509,0.3676,0.0832,6.2808
880,0.3181,0.6450,0.1095,0.0498,0.2996,0.0743,6.6899
881,0.3265,0.6797,0.1406,0.0495,0.2206,0.1193,6.9633
882,0.2726,0.6914,0.1379,0.0490,0.1850,0.0931,6.4117
883,0.2631,0.5930,0.1009,0.0528,0.3578,0.0829,6.9566
884,0.2771,0.6480,0.1178,0.0594,0.2514,0.1108,6.4420
885,0.3101,0.5988,0.1392,0.0387,0.2245,0.1200,6.7449
886,0.3732,0.5092,0.1236,0.0544,0.3512,0.0992,6.5823
887,0.3315,0.5912,0.1068,0.0555,0.2017,0.0854,6.9721
888,0.2785,0.5715,0.1264,0.0582,0.3013,0.0858,6.4586
889,0.3462,0.5898,0.1089,0.0563,0.3269,0.1313,6.4437
890,0.2695,0.5390,0.1261,0.0465,0.3249,0.0606,6.8434
891,0.2717,0.5763,0.1300,0.0515,0.2385,0.1216,6.7587
892,0.2788,0.6184,0.1009,0.0410,0.2679,0.1054,6.6417
893,0.2659,0.4805,0.0905,0.0615,0.2952,0.0885,6.8297
894,0.3233,0.5637,0.1094,0.0583,0.2932,0.1239,6.7764
895,0.2743,0.5483,0.1076,0.0518,0.2904,0.1087,6.7135
896,0.2547,0.5821,0.1038,0.0535,0.2270,0.0915,6.2658
897,0.2729,0.5778,0.1465,0.0482,0.2213,0.0957,6.7812
898,0.3239,0.6210,0.1544,0.0581,0.2837,0.1178,6.3736
899,0.2926,0.5252,0.1231,0.0616,0.2597,0.1229,6.2871
900,0.3616,0.4517,0.1053,0.0573,0.2763,0.1021,6.5507
901,0.3079,0.5846,0.1029,0.0479,0.2845,0.0871,6.7512
902,0.3761,0.4564,0.1106,0.0480,0.2808,0.1014,6.3646
903,0.2985,0.6005,0.1185,0.0611,0.2853,0.0787,6.1860
904,0.3255,0.5702,0.1093,0.0401,0.2676,0.0987,6.4140
905,0.2846,0.6766,0.1337,0.0539,0.2729,0.0805,6.9287
906,0.3646,0.7115,0.1401,0.0520,0.2951,0.0998,7.2241
907,0.2883,0.7854,0.1336,0.0477,0.2800,0.0769,6.5984
908,0.2871,0.8141,0.1060,0.0567,0.2831,0.0957,7.0226
909,0.2129,0.6816,0.1538,0.0521,0.2775,0.1023,6.8735
910,0.2789,0.6106,0.1287,0.0475,0.2957,0.1049,6.8719
911,0.2569,0.5538,0.1125,0.0586,0.2902,0.0762,6.1762
912,0.3838,0.6296,0.0977,0.0434,0.2857,0.1208,7.2272
913,0.2841,0.5742,0.1536,0.0429,0.3438,0.1049,6.7309
914,0.3556,0.6422,0.1056,0.0389,0.2807,0.1075,7.1240
915,0.1859,0.7159,0.1308,0.0609,0.3125,0.1031,6.8349
916,0.3172,0.5451,0.1180,0.0509,0.2618,0.0787,6.1558
917,0.3221,0.6450,0.1219,0.0416,0.3147,0.0944,6.1352
918,0.3676,0.4696,0.1590,0.0539,0.2622,0.0658,6.3754
919,0.3647,0.7176,0.1245,0.0377,0.2645,0.0959,6.9396
920,0.2946,0.6302,0.0918,0.0453,0.3382,0.0788,6.9453
921,0.4009,0.6564,0.0957,0.0590,0.2044,0.1049,6.6023
922,0.3536,0.7030,0.1233,0.0631,0.3197,0.0930,6.5724
923,0.4076,0.5649,0.1272,0.0492,0.2607,0.0768,6.6443
924,0.2950,0.6858,0.1111,0.0386,0.2366,0.0994,6.7388
925,0.3317,0.5669,0.1294,0.0510,0.3489,0.0992,6.7692
926,0.3245,0.7065,0.1040,0.0466,0.2689,0.0690,7.0957
927,0.3469,0.6019,0.1788,0.0592,0.3625,0.1227,7.1359
928,0.2387,0.7339,0.1273,0.0413,0.2822,0.1110,7.0186
929,0.3077,0.5547,0.1334,0.0445,0.2769,0.1110,6.2087
930,0.3163,0.4288,0.1039,0.0410,0.2764,0.1104,6.4623
931,0.3399,0.6084,0.1164,0.0536,0.2703,0.1020,6.9940
932,0.2753,0.7007,0.1008,0.0484,0.2098,0.0923,7.0868
933,0.3156,0.7102,0.0943,0.0427,0.2991,0.1120,7.0177
934,0.2274,0.6447,0.1188,0.0509,0.2993,0.0959,6.1475
935,0.2533,0.4745,0.0970,0.0490,0.3334,0.0897,6.2741
936,0.2502,0.4488,0.1212,0.0465,0.2703,0.0860,6.5638
937,0.2474,0.6477,0.1084,0.0557,0.2437,0.1064,6.7379
938,0.2966,0.7431,0.1231,0.0435,0.3081,0.0880,6.6458
939,0.3005,0.6158,0.1499,0.0374,0.2695,0.1164,6.6429
940,0.3140,0.7338,0.0986,0.0503,0.3122,0.0914,6.2929
941,0.2563,0.6169,0.1233,0.0633,0.3343,0.0776,6.9748
942,0.3398,0.7420,0.1174,0.0459,0.2860,0.1226,7.0342
943,0.3744,0.6684,0.1097,0.0427,0.3558,0.0781,6.7268
944,0.2862,0.5201,0.1101,0.0500,0.3765,0.0991,6.4903
945,0.3054,0.6817,0.1057,0.0471,0.2085,0.1102,6.8576
946,0.3653,0.4949,0.1579,0.0564,0.2688,0.0943,6.5478
947,0.2468,0.6671,0.1093,0.0448,0.3011,0.1016,6.5001
948,0.2898,0.5569,0.1434,0.0573,0.2505,0.0994,6.9955
949,0.2874,0.7551,0.1278,0.0549,0.1950,0.1123,6.8319
950,0.3254,0.6422,0.1292,0.0463,0.3166,0.1009,6.4561
951,0.2553,0.6141,0.1259,0.0340,0.1955,0.1153,6.5367
952,0.4242,0.4655,0.1157,0.0456,0.3027,0.1206,7.1430
953,0.2557,0.7076,0.0987,0.0522,0.2870,0.1090,6.4762
954,0.3583,0.5940,0.1197,0.0481,0.2366,0.1106,6.7649
955,0.3200,0.7626,0.1048,0.0479,0.2803,0.1124,6.7760
956,0.3408,0.6401,0.0893,0.0450,0.1973,0.0958,6.4870
957,0.3259,0.6149,0.1189,0.0592,0.3044,0.0821,6.5034
958,0.3143,0.7496,0.1165,0.0488,0.2908,0.1115,6.8053
959,0.3129,0.5632,0.1103,0.0442,0.3070,0.0919,6.7907
960,0.3177,0.6856,0.0731,0.0429,0.2303,0.0976,6.8817
961,0.4113,0.7350,0.1439,0.0528,0.2641,0.1078,6.2769
962,0.3407,0.6008,0.1308,0.0425,0.2354,0.0906,6.6280
963,0.3153,0.5690,0.1261,0.0550,0.2324,0.0985,6.1401
964,0.2760,0.6796,0.1075,0.0637,0.3006,0.1130,6.7708
965,0.3380,0.6957,0.1219,0.0461,0.2575,0.1281,6.7336
966,0.2800,0.5378,0.0905,0.0463,0.2933,0.0929,6.3195
967,0.3180,0.6402,0.1123,0.0522,0.2401,0.1126,6.3866
968,0.2853,0.6120,0.1127,0.0416,0.3657,0.1222,6.2307
969,0.3053,0.4890,0.1255,0.0405,0.3038,0.1078,7.0728
970,0.3527,0.5597,0.1366,0.0466,0.2754,0.0927,6.1497
971,0.3265,0.4220,0.1159,0.0538,0.2847,0.0770,6.2897
972,0.3298,0.6967,0.1480,0.0367,0.2988,0.0929,7.0261
973,0.2258,0.5876,0.1324,0.0453,0.2651,0.0857,6.8687
974,0.2419,0.5197,0.1142,0.0477,0.3664,0.1040,6.3508
975,0.3255,0.6301,0.1250,0.0495,0.2990,0.0829,6.3597
976,0.2814,0.5029,0.1323,0.0642,0.3306,0.1065,6.7166
977,0.2699,0.4862,0.1296,0.0392,0.2924,0.0979,6.7354
978,0.3022,0.6094,0.1098,0.0374,0.2659,0.1102,6.9404
979,0.3606,0.5128,0.1035,0.0551,0.2614,0.1376,6.7232
980,0.2335,0.5512,0.1475,0.0366,0.2862,0.0797,7.0025
981,0.2803,0.5097,0.0900,0.0448,0.1751,0.0931,7.0323
982,0.3043,0.5767,0.0997,0.0525,0.2607,0.0876,6.9859
983,0.3193,0.5221,0.1460,0.0496,0.3007,0.1022,6.9857
984,0.3270,0.5694,0.1326,0.0471,0.2855,0.1241,6.3755
985,0.2545,0.5648,0.1112,0.0595,0.2146,0.1335,7.0032
986,0.2803,0.6164,0.1137,0.0549,0.3071,0.1110,6.9073
987,0.3850,0.5851,0.1323,0.0486,0.2816,0.1032,6.7207
988,0.3152,0.5251,0.1173,0.0456,0.2322,0.0896,6.3795
989,0.2934,0.4630,0.1155,0.0417,0.2464,0.1028,6.7883
990,0.3126,0.5570,0.1123,0.0598,0.2135,0.1167,6.1326
991,0.2721,0.6041,0.1161,0.0622,0.3003,0.0993,6.9339
992,0.3017,0.5291,0.1397,0.0610,0.3325,0.0828,7.2050
993,0.2817,0.6675,0.1410,0.0674,0.2136,0.0851,7.0025
994,0.3217,0.5725,0.0686,0.0532,0.2724,0.0617,7.3342
995,0.1898,0.5509,0.1199,0.0517,0.3110,0.0961,6.2561
996,0.2842,0.4147,0.1004,0.0645,0.2518,0.0988,6.9703
997,0.3464,0.6108,0.1330,0.0480,0.2427,0.1147,6.7351
998,0.3704,0.5769,0.1134,0.0525,0.2722,0.0954,6.4187
999,0.3112,0.6285,0.1523,0.0498,0.2078,0.1068,7.3294
1000,0.2806,0.5293,0.1171,0.0290,0.2662,0.0972,6.0763
1001,0.3254,0.5230,0.0874,0.0447,0.3061,0.1282,6.9827
1002,0.3086,0.5549,0.1154,0.0571,0.2587,0.1061,6.8845
1003,0.2600,0.5482,0.1279,0.0501,0.2749,0.0922,6.5347
1004,0.3816,0.7200,0.0916,0.0503,0.2838,0.1005,6.4225
1005,0.2943,0.6131,0.1080,0.0523,0.1796,0.0779,6.5550
1006,0.3172,0.5853,0.1119,0.0514,0.3245,0.1132,6.6804
1007,0.2795,0.6936,0.1296,0.0565,0.2686,0.0874,6.7700
1008,0.2725,0.7016,0.1351,0.0339,0.3074,0.1196,7.0749
1009,0.2791,0.5242,0.1371,0.0574,0.2825,0.0831,6.1137
1010,0.3118,0.5270,0.1080,0.0533,0.3232,0.0696,6.3961
1011,0.3574,0.5963,0.1139,0.0547,0.2331,0.0820,6.6437
1012,0.3689,0.6897,0.1199,0.0574,0.2631,0.0826,6.2898
1013,0.3120,0.6793,0.1266,0.0497,0.2635,0.1160,6.7334
1014,0.2365,0.7211,0.1086,0.0529,0.2802,0.1155,6.7875
1015,0.3542,0.6186,0.1119,0.0463,0.3068,0.0878,6.9990
1016,0.2895,0.5180,0.1046,0.0489,0.3528,0.1114,6.6309
1017,0.2600,0.7680,0.1151,0.0500,0.2625,0.1196,6.8273
1018,0.2798,0.6164,0.1024,0.0422,0.2734,0.0576,6.9175
1019,0.3879,0.5020,0.1175,0.0384,0.2871,0.1031,6.8543
1020,0.2412,0.5469,0.1086,0.0482,0.3741,0.0971,6.6040
1021,0.2776,0.6703,0.1653,0.0585,0.3432,0.0842,7.1109
1022,0.3012,0.7106,0.1387,0.0548,0.2110,0.1020,6.5713
1023,0.3198,0.6033,0.1386,0.0382,0.2494,0.0989,6.7428
1024,0.2822,0.5975,0.1210,0.0577,0.2753,0.1036,6.1025
1025,0.1842,0.4708,0.1263,0.0330,0.2969,0.0986,6.4108
1026,0.2678,0.5628,0.1347,0.0526,0.2789,0.0928,6.6521
1027,0.3527,0.5983,0.1135,0.0413,0.2841,0.0865,6.2524
1028,0.3385,0.5448,0.0840,0.0447,0.3560,0.0984,6.2762
1029,0.2512,0.6635,0.1272,0.0516,0.2719,0.1071,7.1270
1030,0.3215,0.5855,0.0953,0.0533,0.3446,0.1096,6.3393
1031,0.3082,0.7149,0.1088,0.0536,0.3300,0.1241,6.3700
1032,0.2228,0.6332,0.1324,0.0474,0.2791,0.0940,6.9628
1033,0.2020,0.6225,0.0973,0.0450,0.2166,0.0866,6.4630
1034,0.3012,0.7584,0.1161,0.0526,0.2946,0.1038,7.2595
1035,0.3061,0.6133,0.1180,0.0500,0.2777,0.1147,6.6857
1036,0.3030,0.5958,0.1334,0.0465,0.3188,0.0915,6.8939
1037,0.3851,0.6206,0.1185,0.0413,0.3106,0.1002,7.0453
1038,0.2709,0.6462,0.1520,0.0530,0.2665,0.0807,6.6667
1039,0.3292,0.6531,0.1002,0.0424,0.2396,0.0849,6.5678
1040,0.3118,0.7707,0.1235,0.0608,0.2116,0.1228,7.0373
1041,0.3196,0.6732,0.1310,0.0642,0.3134,0.0743,6.2583
1042,0.3715,0.5926,0.1435,0.0475,0.2528,0.0949,6.7961
1043,0.3083,0.5450,0.1295,0.0546,0.2419,0.0835,5.9819
1044,0.2864,0.6009,0.1077,0.0455,0.2745,0.1004,6.7843
1045,0.3370,0.6389,0.1399,0.0428,0.3052,0.1055,6.4601
1046,0.2699,0.6394,0.1213,0.0407,0.2571,0.1226,6.9009
1047,0.3036,0.7198,0.1039,0.0487,0.3198,0.0950,6.4596
1048,0.3260,0.7424,0.0749,0.0511,0.2282,0.0956,6.2997
1049,0.4156,0.5395,0.1208,0.0448,0.2389,0.0933,6.7144
1050,0.3779,0.6255,0.1478,0.0421,0.2830,0.0935,6.3057
1051,0.4658,0.5784,0.1243,0.0444,0.2561,0.0847,7.0577
1052,0.2821,0.5871,0.1232,0.0409,0.2897,0.0975,6.7526
1053,0.2829,0.6035,0.1292,0.0572,0.2514,0.1144,6.3463
1054,0.2916,0.6116,0.1226,0.0315,0.2394,0.0973,6.8679
1055,0.2687,0.7344,0.0879,0.0506,0.3024,0.1003,6.8225
1056,0.3415,0.5283,0.1305,0.0579,0.2703,0.0657,6.2414
1057,0.2620,0.5059,0.1277,0.0440,0.3829,0.1085,6.2439
1058,0.2873,0.7359,0.1321,0.0424,0.3230,0.0930,7.4700
1059,0.2755,0.6530,0.1300,0.0467,0.2736,0.1172,6.8437
1060,0.2973,0.6395,0.1511,0.0569,0.2998,0.1049,6.2859
1061,0.3060,0.5567,0.1330,0.0455,0.2986,0.0844,6.8897
1062,0.2676,0.5975,0.1303,0.0476,0.2803,0.1157,7.1633
1063,0.2197,0.5197,0.1320,0.0570,0.2603,0.1014,6.4330
1064,0.4012,0.5822,0.0988,0.0385,0.2270,0.1193,6.5518
1065,0.3867,0.6567,0.1268,0.0548,0.3128,0.1136,6.5621
1066,0.2752,0.5513,0.1219,0.0481,0.2289,0.0897,7.0447
1067,0.3944,0.5239,0.1268,0.0497,0.2449,0.1106,6.6296
1068,0.3742,0.6407,0.1145,0.0304,0.2757,0.1126,6.5367
1069,0.3393,0.6607,0.0886,0.0485,0.2933,0.1112,6.7875
1070,0.2993,0.5692,0.1148,0.0500,0.2359,0.1095,6.4825
1071,0.3232,0.5550,0.1273,0.0509,0.3170,0.1068,6.9568
1072,0.2926,0.5951,0.1154,0.0407,0.2748,0.1161,6.8629
1073,0.2622,0.6266,0.1334,0.0399,0.2945,0.1049,6.8835
1074,0.3114,0.4453,0.0842,0.0647,0.2636,0.1189,6.8625
1075,0.3039,0.4985,0.1443,0.0497,0.3016,0.1071,6.8877
1076,0.3450,0.4736,0.0950,0.0511,0.2804,0.1115,6.5166
1077,0.2919,0.7800,0.1444,0.0586,0.3230,0.0883,6.8610
1078,0.2969,0.5027,0.1046,0.0512,0.2298,0.1080,6.6329
1079,0.2895,0.5700,0.1307,0.0535,0.2952,0.0819,6.1399
1080,0.3908,0.5420,0.1135,0.0365,0.2470,0.0891,6.8544
1081,0.1825,0.4758,0.1127,0.0464,0.2478,0.0935,5.8914
1082,0.3118,0.7063,0.1227,0.0460,0.3322,0.1072,6.5223
1083,0.2745,0.5459,0.1192,0.0590,0.2508,0.0978,6.5806
1084,0.2473,0.5576,0.1309,0.0584,0.2026,0.1105,6.4214
1085,0.3573,0.6550,0.1550,0.0523,0.2636,0.0877,6.3467
1086,0.3245,0.6459,0.1345,0.0526,0.2182,0.0940,6.5982
1087,0.3071,0.6678,0.1452,0.0521,0.1944,0.0850,6.0189
1088,0.2662,0.4934,0.1242,0.0484,0.3260,0.1160,6.4401
1089,0.3420,0.6011,0.1281,0.0599,0.2324,0.0990,7.1188
1090,0.2663,0.6192,0.1223,0.0469,0.2261,0.0898,6.2815
1091,0.3481,0.6220,0.1325,0.0413,0.3008,0.1021,7.0578
1092,0.2682,0.6721,0.1442,0.0634,0.2417,0.0834,6.2421
1093,0.3428,0.6525,0.1261,0.0436,0.3320,0.1236,6.8104
1094,0.2947,0.7058,0.1289,0.0600,0.2634,0.1050,6.6586
1095,0.2747,0.5738,0.1150,0.0537,0.2674,0.1010,6.3461
1096,0.2460,0.7271,0.1027,0.0634,0.3187,0.0661,6.5364
1097,0.2815,0.6019,0.1168,0.0456,0.3320,0.0981,6.9615
1098,0.2698,0.5387,0.1435,0.0479,0.2348,0.0975,6.8416
1099,0.2929,0.5368,0.1313,0.0572,0.2715,0.0953,6.4773
1100,0.4190,0.5834,0.1508,0.0489,0.2967,0.0698,6.8209
1101,0.3024,0.5722,0.1128,0.0400,0.2183,0.1025,6.3591
1102,0.2961,0.5841,0.1111,0.0446,0.3563,0.0837,6.5268
1103,0.2870,0.4985,0.1030,0.0563,0.3187,0.1019,7.5265
1104,0.3365,0.7097,0.1057,0.0580,0.3492,0.0944,7.3842
1105,0.2643,0.5003,0.1192,0.0441,0.3065,0.0838,6.5436
1106,0.2140,0.5974,0.1385,0.0481,0.2928,0.1162,6.2854
1107,0.2436,0.6072,0.1250,0.0480,0.2399,0.1178,6.2380
1108,0.2886,0.5965,0.1328,0.0467,0.2464,0.1299,6.3933
1109,0.3356,0.5865,0.1116,0.0497,0.2695,0.1046,5.9050
1110,0.2989,0.6067,0.1029,0.0472,0.3759,0.1274,6.9472
1111,0.3105,0.5733,0.1447,0.0467,0.2461,0.1101,6.3465
1112,0.2653,0.7290,0.0918,0.0495,0.2849,0.1039,6.2981
1113,0.2901,0.5707,0.1542,0.0574,0.2488,0.1128,6.8289
1114,0.2951,0.5788,0.1152,0.0386,0.2542,0.1139,7.0191
1115,0.3825,0.5670,0.1310,0.0324,0.2690,0.0815,6.9084
1116,0.2272,0.5078,0.1006,0.0530,0.3144,0.0865,7.0176
1117,0.3073,0.5269,0.1263,0.0499,0.3147,0.1051,7.2796
1118,0.3514,0.5437,0.1338,0.0557,0.2390,0.0890,6.3765
1119,0.1906,0.6560,0.1162,0.0590,0.2570,0.1011,6.7962
1120,0.3425,0.6288,0.1017,0.0663,0.3156,0.1202,7.2491
1121,0.3626,0.6365,0.1285,0.0546,0.2179,0.1119,6.4253
1122,0.3186,0.5107,0.1326,0.0464,0.3820,0.1029,6.8421
1123,0.2601,0.5748,0.1191,0.0479,0.2622,0.0872,6.7787
1124,0.2832,0.5282,0.1264,0.0440,0.2729,0.0925,6.2769
1125,0.2903,0.5279,0.0979,0.0526,0.2680,0.0786,6.4005
1126,0.3082,0.6386,0.1266,0.0519,0.3045,0.0928,6.4895
1127,0.3275,0.5641,0.1203,0.0548,0.3192,0.1179,6.5027
